year	publisher	institute	cost
2011	Springer	University of St Mark and St John	3786.00
2012	Springer	University of St Mark and St John	7851.23
2013	Springer	University of St Mark and St John	7675.00
2014	Springer	University of St Mark and St John	8564.00
2010	Taylor & Francis	University of St Mark and St John	28442.00
2011	Taylor & Francis	University of St Mark and St John	26109.00
2012	Taylor & Francis	University of St Mark and St John	24567.00
2013	Taylor & Francis	University of St Mark and St John	28123.00
2014	Taylor & Francis	University of St Mark and St John	30501.00
2010	Sage	University of St Mark and St John	13732.00
2011	Sage	University of St Mark and St John	11671.00
2012	Sage	University of St Mark and St John	11421.00
2013	Sage	University of St Mark and St John	12651.00
2014	Sage	University of St Mark and St John	13540.00
2010	Oxford University Press	University of St Mark and St John	2359.00
2011	Oxford University Press	University of St Mark and St John	2459.00
2012	Oxford University Press	University of St Mark and St John	1957.00
2013	Oxford University Press	University of St Mark and St John	1448.00
2014	Oxford University Press	University of St Mark and St John	2082.00
2010	Cambridge University Press	University of St Mark and St John	1931.00
2011	Cambridge University Press	University of St Mark and St John	1747.00
2012	Cambridge University Press	University of St Mark and St John	1702.00
2013	Cambridge University Press	University of St Mark and St John	2023.00
2014	Cambridge University Press	University of St Mark and St John	2282.00
2010	Nature Publishing Group	University of St Mark and St John	0
2011	Nature Publishing Group	University of St Mark and St John	0
2012	Nature Publishing Group	University of St Mark and St John	0
2013	Nature Publishing Group	University of St Mark and St John	0
2014	Nature Publishing Group	University of St Mark and St John	0
2010	Royal Society of Chemistry	University of St Mark and St John	0
2011	Royal Society of Chemistry	University of St Mark and St John	0
2012	Royal Society of Chemistry	University of St Mark and St John	0
2013	Royal Society of Chemistry	University of St Mark and St John	0
2014	Royal Society of Chemistry	University of St Mark and St John	0
2010	Institute of Physics Publishing	University of St Mark and St John	0
2011	Institute of Physics Publishing	University of St Mark and St John	0
2012	Institute of Physics Publishing	University of St Mark and St John	0
2013	Institute of Physics Publishing	University of St Mark and St John	0
2014	Institute of Physics Publishing	University of St Mark and St John	0
2010	Elsevier	St Mary's University College	12595.00
2011	Elsevier	St Mary's University College	12904.00
2012	Elsevier	St Mary's University College	13629.00
2013	Elsevier	St Mary's University College	13997.00
2014	Elsevier	St Mary's University College	18695.00
2010	Wiley	St Mary's University College	12081.00
2011	Wiley	St Mary's University College	21918.00
2012	Wiley	St Mary's University College	18004.00
2013	Wiley	St Mary's University College	20410.00
2014	Wiley	St Mary's University College	21201.00
2010	Springer	St Mary's University College	155.00
2011	Springer	St Mary's University College	1121.00
2012	Springer	St Mary's University College	1203.00
2013	Springer	St Mary's University College	1710.00
2014	Springer	St Mary's University College	3851.00
2010	Taylor & Francis	St Mary's University College	15455.00
2011	Taylor & Francis	St Mary's University College	21314.00
2012	Taylor & Francis	St Mary's University College	22821.00
2013	Taylor & Francis	St Mary's University College	29803.00
2014	Taylor & Francis	St Mary's University College	32247.00
2010	Sage	St Mary's University College	7941.00
2011	Sage	St Mary's University College	13005.00
2012	Sage	St Mary's University College	13712.00
2013	Sage	St Mary's University College	13374.00
2014	Sage	St Mary's University College	13168.00
2010	Oxford University Press	St Mary's University College	3634.00
2011	Oxford University Press	St Mary's University College	3781.00
2012	Oxford University Press	St Mary's University College	4464.00
2013	Oxford University Press	St Mary's University College	5643.00
2014	Oxford University Press	St Mary's University College	5842.00
2010	Cambridge University Press	St Mary's University College	3651.00
2011	Cambridge University Press	St Mary's University College	4225.00
2012	Cambridge University Press	St Mary's University College	4019.00
2013	Cambridge University Press	St Mary's University College	3893.00
2014	Cambridge University Press	St Mary's University College	4107.00
2010	Nature Publishing Group	St Mary's University College	628
2011	Nature Publishing Group	St Mary's University College	685
2012	Nature Publishing Group	St Mary's University College	751
2013	Nature Publishing Group	St Mary's University College	795
2014	Nature Publishing Group	St Mary's University College	844
2010	Royal Society of Chemistry	St Mary's University College	258
2011	Royal Society of Chemistry	St Mary's University College	264
2012	Royal Society of Chemistry	St Mary's University College	286
2013	Royal Society of Chemistry	St Mary's University College	294
2014	Royal Society of Chemistry	St Mary's University College	302
2010	Institute of Physics Publishing	St Mary's University College	0
2011	Institute of Physics Publishing	St Mary's University College	0
2012	Institute of Physics Publishing	St Mary's University College	0
2013	Institute of Physics Publishing	St Mary's University College	719
2014	Institute of Physics Publishing	St Mary's University College	752
2010	Elsevier	University of Stirling	193820.00
2011	Elsevier	University of Stirling	200383.00
2012	Elsevier	University of Stirling	199085.00
2013	Elsevier	University of Stirling	199059.00
2014	Elsevier	University of Stirling	204001.00
2010	Wiley	University of Stirling	101766.00
2011	Wiley	University of Stirling	107414.00
2012	Wiley	University of Stirling	114876.00
2013	Wiley	University of Stirling	116765.00
2014	Wiley	University of Stirling	120614.00
2010	Springer	University of Stirling	24381.00
2011	Springer	University of Stirling	25462.00
2012	Springer	University of Stirling	35013.00
2013	Springer	University of Stirling	37112.00
2014	Springer	University of Stirling	38277.00
2010	Taylor & Francis	University of Stirling	82138.00
2011	Taylor & Francis	University of Stirling	75532.00
2012	Taylor & Francis	University of Stirling	82753.00
2013	Taylor & Francis	University of Stirling	82477.00
2014	Taylor & Francis	University of Stirling	89219.00
2010	Sage	University of Stirling	33322.00
2011	Sage	University of Stirling	36275.00
2012	Sage	University of Stirling	41204.00
2013	Sage	University of Stirling	58135.00
2014	Sage	University of Stirling	65041.00
2010	Oxford University Press	University of Stirling	9831.00
2011	Oxford University Press	University of Stirling	11690.00
2012	Oxford University Press	University of Stirling	12278.00
2013	Oxford University Press	University of Stirling	18003.00
2014	Oxford University Press	University of Stirling	18541.00
2010	Cambridge University Press	University of Stirling	8997.00
2011	Cambridge University Press	University of Stirling	10012.00
2012	Cambridge University Press	University of Stirling	10902.00
2013	Cambridge University Press	University of Stirling	10992.00
2014	Cambridge University Press	University of Stirling	10922.00
2010	Nature Publishing Group	University of Stirling	
2011	Nature Publishing Group	University of Stirling	12400
2012	Nature Publishing Group	University of Stirling	14232
2013	Nature Publishing Group	University of Stirling	14623
2014	Nature Publishing Group	University of Stirling	15319
2010	Royal Society of Chemistry	University of Stirling	0
2011	Royal Society of Chemistry	University of Stirling	0
2012	Royal Society of Chemistry	University of Stirling	0
2013	Royal Society of Chemistry	University of Stirling	0
2014	Royal Society of Chemistry	University of Stirling	0
2010	Institute of Physics Publishing	University of Stirling	0
2011	Institute of Physics Publishing	University of Stirling	0
2012	Institute of Physics Publishing	University of Stirling	0
2013	Institute of Physics Publishing	University of Stirling	0
2014	Institute of Physics Publishing	University of Stirling	0
2010	Elsevier	University of Strathclyde	663139.00
2011	Elsevier	University of Strathclyde	659652.00
2012	Elsevier	University of Strathclyde	697849.00
2013	Elsevier	University of Strathclyde	703799.00
2014	Elsevier	University of Strathclyde	772655.00
2010	Wiley	University of Strathclyde	216493.00
2011	Wiley	University of Strathclyde	256698.00
2012	Wiley	University of Strathclyde	233132.00
2013	Wiley	University of Strathclyde	234783.00
2014	Wiley	University of Strathclyde	239248.00
2010	Springer	University of Strathclyde	146077.00
2011	Springer	University of Strathclyde	150067.00
2012	Springer	University of Strathclyde	152663.00
2013	Springer	University of Strathclyde	138934.00
2014	Springer	University of Strathclyde	144034.00
2010	Taylor & Francis	University of Strathclyde	62326.00
2011	Taylor & Francis	University of Strathclyde	66057.00
2012	Taylor & Francis	University of Strathclyde	66079.00
2013	Taylor & Francis	University of Strathclyde	64634.00
2014	Taylor & Francis	University of Strathclyde	65286.00
2010	Sage	University of Strathclyde	61696.00
2011	Sage	University of Strathclyde	67682.00
2012	Sage	University of Strathclyde	73326.00
2013	Sage	University of Strathclyde	65737.00
2014	Sage	University of Strathclyde	80035.00
2010	Oxford University Press	University of Strathclyde	24519.00
2011	Oxford University Press	University of Strathclyde	28061.00
2012	Oxford University Press	University of Strathclyde	26450.00
2013	Oxford University Press	University of Strathclyde	23360.00
2014	Oxford University Press	University of Strathclyde	30995.00
2010	Cambridge University Press	University of Strathclyde	12965.00
2011	Cambridge University Press	University of Strathclyde	14751.00
2012	Cambridge University Press	University of Strathclyde	16100.00
2013	Cambridge University Press	University of Strathclyde	15511.00
2014	Cambridge University Press	University of Strathclyde	15556.00
2010	Nature Publishing Group	University of Strathclyde	31365
2011	Nature Publishing Group	University of Strathclyde	48609
2012	Nature Publishing Group	University of Strathclyde	35703
2013	Nature Publishing Group	University of Strathclyde	41725
2014	Nature Publishing Group	University of Strathclyde	44529
2010	Royal Society of Chemistry	University of Strathclyde	21090
2011	Royal Society of Chemistry	University of Strathclyde	23866
2012	Royal Society of Chemistry	University of Strathclyde	26708
2013	Royal Society of Chemistry	University of Strathclyde	24214
2014	Royal Society of Chemistry	University of Strathclyde	24690
2010	Institute of Physics Publishing	University of Strathclyde	33651
2011	Institute of Physics Publishing	University of Strathclyde	35126
2012	Institute of Physics Publishing	University of Strathclyde	36577
2013	Institute of Physics Publishing	University of Strathclyde	40152
2014	Institute of Physics Publishing	University of Strathclyde	42717
2010	Elsevier	University of Sunderland	304173.45
2011	Elsevier	University of Sunderland	312800.99
2012	Elsevier	University of Sunderland	311505.72
2013	Elsevier	University of Sunderland	314619.65
2014	Elsevier	University of Sunderland	324058.39
2010	Wiley	University of Sunderland	0.00
2011	Wiley	University of Sunderland	0.00
2012	Wiley	University of Sunderland	0.00
2013	Wiley	University of Sunderland	0.00
2014	Wiley	University of Sunderland	
2010	Springer	University of Sunderland	0.00
2011	Springer	University of Sunderland	0.00
2012	Springer	University of Sunderland	0.00
2013	Springer	University of Sunderland	0.00
2014	Springer	University of Sunderland	
2010	Taylor & Francis	University of Sunderland	0.00
2011	Taylor & Francis	University of Sunderland	0.00
2012	Taylor & Francis	University of Sunderland	0.00
2013	Taylor & Francis	University of Sunderland	0.00
2014	Taylor & Francis	University of Sunderland	
2010	Sage	University of Sunderland	0.00
2011	Sage	University of Sunderland	0.00
2012	Sage	University of Sunderland	87.00
2013	Sage	University of Sunderland	43.98
2014	Sage	University of Sunderland	
2010	Oxford University Press	University of Sunderland	765.34
2011	Oxford University Press	University of Sunderland	835.30
2012	Oxford University Press	University of Sunderland	2619.60
2013	Oxford University Press	University of Sunderland	1805.55
2014	Oxford University Press	University of Sunderland	
2010	Cambridge University Press	University of Sunderland	0.00
2011	Cambridge University Press	University of Sunderland	0.00
2012	Cambridge University Press	University of Sunderland	0.00
2013	Cambridge University Press	University of Sunderland	0.00
2014	Cambridge University Press	University of Sunderland	
2010	Nature Publishing Group	University of Sunderland	
2011	Nature Publishing Group	University of Sunderland	
2012	Nature Publishing Group	University of Sunderland	
2013	Nature Publishing Group	University of Sunderland	
2014	Nature Publishing Group	University of Sunderland	
2010	Royal Society of Chemistry	University of Sunderland	
2011	Royal Society of Chemistry	University of Sunderland	
2012	Royal Society of Chemistry	University of Sunderland	
2013	Royal Society of Chemistry	University of Sunderland	
2014	Royal Society of Chemistry	University of Sunderland	
2010	Institute of Physics Publishing	University of Sunderland	
2011	Institute of Physics Publishing	University of Sunderland	
2012	Institute of Physics Publishing	University of Sunderland	
2013	Institute of Physics Publishing	University of Sunderland	
2014	Institute of Physics Publishing	University of Sunderland	
2010	Elsevier	University of Surrey	
2011	Elsevier	University of Surrey	569105.10
2012	Elsevier	University of Surrey	595755.63
2013	Elsevier	University of Surrey	755725.76
2014	Elsevier	University of Surrey	674630.69
2010	Wiley	University of Surrey	0.00
2011	Wiley	University of Surrey	0.00
2012	Wiley	University of Surrey	171.00
2013	Wiley	University of Surrey	0.00
2014	Wiley	University of Surrey	0.00
2010	Springer	University of Surrey	5059.00
2011	Springer	University of Surrey	6374.00
2012	Springer	University of Surrey	5578.00
2013	Springer	University of Surrey	0.00
2014	Springer	University of Surrey	0.00
2010	Taylor & Francis	University of Surrey	9337.00
2011	Taylor & Francis	University of Surrey	10398.00
2012	Taylor & Francis	University of Surrey	17095.00
2013	Taylor & Francis	University of Surrey	18136.00
2014	Taylor & Francis	University of Surrey	20523.00
2010	Sage	University of Surrey	88.00
2011	Sage	University of Surrey	90.00
2012	Sage	University of Surrey	108.00
2013	Sage	University of Surrey	13903.00
2014	Sage	University of Surrey	0.00
2010	Oxford University Press	University of Surrey	0.00
2011	Oxford University Press	University of Surrey	0.00
2012	Oxford University Press	University of Surrey	0.00
2013	Oxford University Press	University of Surrey	0.00
2014	Oxford University Press	University of Surrey	822.00
2010	Cambridge University Press	University of Surrey	0.00
2011	Cambridge University Press	University of Surrey	0.00
2012	Cambridge University Press	University of Surrey	0.00
2013	Cambridge University Press	University of Surrey	0.00
2014	Cambridge University Press	University of Surrey	0.00
2010	Nature Publishing Group	University of Surrey	14846
2011	Nature Publishing Group	University of Surrey	12140
2012	Nature Publishing Group	University of Surrey	7039
2013	Nature Publishing Group	University of Surrey	13913
2014	Nature Publishing Group	University of Surrey	2542
2010	Royal Society of Chemistry	University of Surrey	0
2011	Royal Society of Chemistry	University of Surrey	0
2012	Royal Society of Chemistry	University of Surrey	0
2013	Royal Society of Chemistry	University of Surrey	0
2014	Royal Society of Chemistry	University of Surrey	0
2010	Institute of Physics Publishing	University of Surrey	2585
2011	Institute of Physics Publishing	University of Surrey	0
2012	Institute of Physics Publishing	University of Surrey	0
2013	Institute of Physics Publishing	University of Surrey	0
2014	Institute of Physics Publishing	University of Surrey	0
2010	Elsevier	University of Sussex	456430.00
2011	Elsevier	University of Sussex	409831.00
2012	Elsevier	University of Sussex	435770.00
2013	Elsevier	University of Sussex	440958.00
2014	Elsevier	University of Sussex	451430.00
2010	Wiley	University of Sussex	126240.00
2011	Wiley	University of Sussex	135541.00
2012	Wiley	University of Sussex	136601.00
2013	Wiley	University of Sussex	165747.00
2014	Wiley	University of Sussex	148687.00
2010	Springer	University of Sussex	72540.00
2011	Springer	University of Sussex	73349.00
2012	Springer	University of Sussex	75280.00
2013	Springer	University of Sussex	74190.00
2014	Springer	University of Sussex	80779.00
2010	Taylor & Francis	University of Sussex	83764.00
2011	Taylor & Francis	University of Sussex	90378.00
2012	Taylor & Francis	University of Sussex	97175.00
2013	Taylor & Francis	University of Sussex	101081.00
2014	Taylor & Francis	University of Sussex	134840.00
2010	Sage	University of Sussex	42512.00
2011	Sage	University of Sussex	51962.00
2012	Sage	University of Sussex	49115.00
2013	Sage	University of Sussex	58660.00
2014	Sage	University of Sussex	63700.00
2010	Oxford University Press	University of Sussex	23261.00
2011	Oxford University Press	University of Sussex	24970.00
2012	Oxford University Press	University of Sussex	26896.00
2013	Oxford University Press	University of Sussex	37415.00
2014	Oxford University Press	University of Sussex	39379.00
2010	Cambridge University Press	University of Sussex	15085.00
2011	Cambridge University Press	University of Sussex	17207.00
2012	Cambridge University Press	University of Sussex	18444.00
2013	Cambridge University Press	University of Sussex	21776.00
2014	Cambridge University Press	University of Sussex	39798.00
2010	Nature Publishing Group	University of Sussex	72782
2011	Nature Publishing Group	University of Sussex	63398
2012	Nature Publishing Group	University of Sussex	120363
2013	Nature Publishing Group	University of Sussex	75937
2014	Nature Publishing Group	University of Sussex	79711
2010	Royal Society of Chemistry	University of Sussex	17297
2011	Royal Society of Chemistry	University of Sussex	20634
2012	Royal Society of Chemistry	University of Sussex	22063
2013	Royal Society of Chemistry	University of Sussex	21600
2014	Royal Society of Chemistry	University of Sussex	22464
2010	Institute of Physics Publishing	University of Sussex	27849
2011	Institute of Physics Publishing	University of Sussex	28995
2012	Institute of Physics Publishing	University of Sussex	30214
2013	Institute of Physics Publishing	University of Sussex	34296
2014	Institute of Physics Publishing	University of Sussex	37982
2010	Elsevier	Swansea University	611103.09
2011	Elsevier	Swansea University	641347.46
2012	Elsevier	Swansea University	645392.78
2013	Elsevier	Swansea University	641648.47
2014	Elsevier	Swansea University	654490.15
2010	Wiley	Swansea University	9168.05
2011	Wiley	Swansea University	961.39
2012	Wiley	Swansea University	550.00
2013	Wiley	Swansea University	605.00
2014	Wiley	Swansea University	18596.97
2010	Springer	Swansea University	0.00
2011	Springer	Swansea University	0.00
2012	Springer	Swansea University	0.00
2013	Springer	Swansea University	0.00
2014	Springer	Swansea University	0.00
2010	Taylor & Francis	Swansea University	12266.77
2011	Taylor & Francis	Swansea University	101688.79
2012	Taylor & Francis	Swansea University	109122.16
2013	Taylor & Francis	Swansea University	111211.16
2014	Taylor & Francis	Swansea University	105638.87
2010	Sage	Swansea University	49996.94
2011	Sage	Swansea University	63031.45
2012	Sage	Swansea University	92056.72
2013	Sage	Swansea University	88954.58
2014	Sage	Swansea University	71761.97
2010	Oxford University Press	Swansea University	9567.76
2011	Oxford University Press	Swansea University	6496.21
2012	Oxford University Press	Swansea University	4400.01
2013	Oxford University Press	Swansea University	695.99
2014	Oxford University Press	Swansea University	7227.40
2010	Cambridge University Press	Swansea University	6179.90
2011	Cambridge University Press	Swansea University	21798.58
2012	Cambridge University Press	Swansea University	23014.05
2013	Cambridge University Press	Swansea University	25717.54
2014	Cambridge University Press	Swansea University	21972.08
2010	Nature Publishing Group	Swansea University	21173
2011	Nature Publishing Group	Swansea University	22598
2012	Nature Publishing Group	Swansea University	18785
2013	Nature Publishing Group	Swansea University	29953
2014	Nature Publishing Group	Swansea University	33371
2010	Royal Society of Chemistry	Swansea University	13333
2011	Royal Society of Chemistry	Swansea University	15515
2012	Royal Society of Chemistry	Swansea University	16647
2013	Royal Society of Chemistry	Swansea University	14271
2014	Royal Society of Chemistry	Swansea University	15083
2010	Institute of Physics Publishing	Swansea University	7286
2011	Institute of Physics Publishing	Swansea University	7569
2012	Institute of Physics Publishing	Swansea University	7827
2013	Institute of Physics Publishing	Swansea University	8091
2014	Institute of Physics Publishing	Swansea University	8438
2010	Elsevier	Teesside University	174492.79
2011	Elsevier	Teesside University	170296.27
2012	Elsevier	Teesside University	150293.54
2013	Elsevier	Teesside University	215152.80
2014	Elsevier	Teesside University	213467.34
2010	Wiley	Teesside University	50331.67
2011	Wiley	Teesside University	66039.92
2012	Wiley	Teesside University	54614.47
2013	Wiley	Teesside University	63642.11
2014	Wiley	Teesside University	62150.63
2010	Springer	Teesside University	20272.40
2011	Springer	Teesside University	19475.14
2012	Springer	Teesside University	17057.88
2013	Springer	Teesside University	8481.63
2014	Springer	Teesside University	9839.47
2010	Taylor & Francis	Teesside University	71742.74
2011	Taylor & Francis	Teesside University	78826.83
2012	Taylor & Francis	Teesside University	68507.33
2013	Taylor & Francis	Teesside University	49030.49
2014	Taylor & Francis	Teesside University	49809.45
2010	Sage	Teesside University	63907.53
2011	Sage	Teesside University	69733.76
2012	Sage	Teesside University	72330.91
2013	Sage	Teesside University	73271.22
2014	Sage	Teesside University	75331.03
2010	Oxford University Press	Teesside University	10043.06
2011	Oxford University Press	Teesside University	10427.11
2012	Oxford University Press	Teesside University	10454.79
2013	Oxford University Press	Teesside University	8589.22
2014	Oxford University Press	Teesside University	11360.53
2010	Cambridge University Press	Teesside University	5846.08
2011	Cambridge University Press	Teesside University	6132.41
2012	Cambridge University Press	Teesside University	6042.92
2013	Cambridge University Press	Teesside University	4910.71
2014	Cambridge University Press	Teesside University	4023.16
2010	Nature Publishing Group	Teesside University	3424
2011	Nature Publishing Group	Teesside University	5333
2012	Nature Publishing Group	Teesside University	1853
2013	Nature Publishing Group	Teesside University	3052
2014	Nature Publishing Group	Teesside University	1319
2010	Royal Society of Chemistry	Teesside University	11754
2011	Royal Society of Chemistry	Teesside University	13477
2012	Royal Society of Chemistry	Teesside University	17183
2013	Royal Society of Chemistry	Teesside University	15946
2014	Royal Society of Chemistry	Teesside University	16614
2010	Institute of Physics Publishing	Teesside University	2292
2011	Institute of Physics Publishing	Teesside University	1999
2012	Institute of Physics Publishing	Teesside University	2053
2013	Institute of Physics Publishing	Teesside University	2112
2014	Institute of Physics Publishing	Teesside University	0
2010	Elsevier	Trinity Laban	336.96
2011	Elsevier	Trinity Laban	341.39
2012	Elsevier	Trinity Laban	373.53
2013	Elsevier	Trinity Laban	406.96
2014	Elsevier	Trinity Laban	0.00
2010	Wiley	Trinity Laban	0.00
2011	Wiley	Trinity Laban	0.00
2012	Wiley	Trinity Laban	0.00
2013	Wiley	Trinity Laban	0.00
2014	Wiley	Trinity Laban	0.00
2010	Springer	Trinity Laban	0.00
2011	Springer	Trinity Laban	0.00
2012	Springer	Trinity Laban	0.00
2013	Springer	Trinity Laban	0.00
2014	Springer	Trinity Laban	0.00
2010	Taylor & Francis	Trinity Laban	758.24
2011	Taylor & Francis	Trinity Laban	1694.31
2012	Taylor & Francis	Trinity Laban	1584.70
2013	Taylor & Francis	Trinity Laban	1044.00
2014	Taylor & Francis	Trinity Laban	912.00
2010	Sage	Trinity Laban	403.98
2011	Sage	Trinity Laban	431.33
2012	Sage	Trinity Laban	373.49
2013	Sage	Trinity Laban	392.50
2014	Sage	Trinity Laban	414.65
2010	Oxford University Press	Trinity Laban	622.62
2011	Oxford University Press	Trinity Laban	649.59
2012	Oxford University Press	Trinity Laban	486.00
2013	Oxford University Press	Trinity Laban	510.00
2014	Oxford University Press	Trinity Laban	528.00
2010	Cambridge University Press	Trinity Laban	1002.59
2011	Cambridge University Press	Trinity Laban	1112.99
2012	Cambridge University Press	Trinity Laban	964.80
2013	Cambridge University Press	Trinity Laban	910.80
2014	Cambridge University Press	Trinity Laban	1004.40
2010	Nature Publishing Group	Trinity Laban	0
2011	Nature Publishing Group	Trinity Laban	0
2012	Nature Publishing Group	Trinity Laban	0
2013	Nature Publishing Group	Trinity Laban	0
2014	Nature Publishing Group	Trinity Laban	0
2010	Royal Society of Chemistry	Trinity Laban	0
2011	Royal Society of Chemistry	Trinity Laban	0
2012	Royal Society of Chemistry	Trinity Laban	0
2013	Royal Society of Chemistry	Trinity Laban	0
2014	Royal Society of Chemistry	Trinity Laban	0
2010	Institute of Physics Publishing	Trinity Laban	0
2011	Institute of Physics Publishing	Trinity Laban	0
2012	Institute of Physics Publishing	Trinity Laban	0
2013	Institute of Physics Publishing	Trinity Laban	0
2014	Institute of Physics Publishing	Trinity Laban	0
2010	Elsevier	UCL	1341927
2011	Elsevier	UCL	1352179
2012	Elsevier	UCL	1580775
2013	Elsevier	UCL	1598083
2014	Elsevier	UCL	1647434
2010	Wiley	UCL	365875.18
2011	Wiley	UCL	382230.81
2012	Wiley	UCL	390478.44
2013	Wiley	UCL	412059.43
2014	Wiley	UCL	431640.39
2010	Springer	UCL	387181.20
2011	Springer	UCL	388829.13
2012	Springer	UCL	389785.52
2013	Springer	UCL	390535.47
2014	Springer	UCL	411059.69
2010	Taylor & Francis	UCL	207229.03
2011	Taylor & Francis	UCL	214731.53
2012	Taylor & Francis	UCL	223962.16
2013	Taylor & Francis	UCL	231624.88
2014	Taylor & Francis	UCL	237892.46
2010	Sage	UCL	95087.71
2011	Sage	UCL	99152.48
2012	Sage	UCL	101462.92
2013	Sage	UCL	102030.24
2014	Sage	UCL	105644.40
2010	Oxford University Press	UCL	
2011	Oxford University Press	UCL	45000.00
2012	Oxford University Press	UCL	50000.00
2013	Oxford University Press	UCL	59979.00
2014	Oxford University Press	UCL	63127.90
2010	Cambridge University Press	UCL	33565.16
2011	Cambridge University Press	UCL	32110.57
2012	Cambridge University Press	UCL	35415.18
2013	Cambridge University Press	UCL	42483.67
2014	Cambridge University Press	UCL	43693.17
2010	Nature Publishing Group	UCL	31092
2011	Nature Publishing Group	UCL	33487
2012	Nature Publishing Group	UCL	39894
2013	Nature Publishing Group	UCL	185359
2014	Nature Publishing Group	UCL	110718
2010	Royal Society of Chemistry	UCL	3360
2011	Royal Society of Chemistry	UCL	1200
2012	Royal Society of Chemistry	UCL	0
2013	Royal Society of Chemistry	UCL	1632
2014	Royal Society of Chemistry	UCL	960
2010	Institute of Physics Publishing	UCL	0
2011	Institute of Physics Publishing	UCL	420
2012	Institute of Physics Publishing	UCL	0
2013	Institute of Physics Publishing	UCL	0
2014	Institute of Physics Publishing	UCL	0
2010	Elsevier	University College Birmingham	4963.00
2011	Elsevier	University College Birmingham	5123.00
2012	Elsevier	University College Birmingham	11347.00
2013	Elsevier	University College Birmingham	15940.00
2014	Elsevier	University College Birmingham	17363.00
2010	Wiley	University College Birmingham	
2011	Wiley	University College Birmingham	20910.00
2012	Wiley	University College Birmingham	22604.00
2013	Wiley	University College Birmingham	25586.00
2014	Wiley	University College Birmingham	26619.00
2010	Springer	University College Birmingham	
2011	Springer	University College Birmingham	10834.00
2012	Springer	University College Birmingham	11646.00
2013	Springer	University College Birmingham	12046.00
2014	Springer	University College Birmingham	12481.00
2010	Taylor & Francis	University College Birmingham	
2011	Taylor & Francis	University College Birmingham	68457.00
2012	Taylor & Francis	University College Birmingham	70350.00
2013	Taylor & Francis	University College Birmingham	74158.00
2014	Taylor & Francis	University College Birmingham	80971.00
2010	Sage	University College Birmingham	
2011	Sage	University College Birmingham	47924.00
2012	Sage	University College Birmingham	35153.00
2013	Sage	University College Birmingham	35797.00
2014	Sage	University College Birmingham	30122.00
2010	Oxford University Press	University College Birmingham	0.00
2011	Oxford University Press	University College Birmingham	0.00
2012	Oxford University Press	University College Birmingham	0.00
2013	Oxford University Press	University College Birmingham	0.00
2014	Oxford University Press	University College Birmingham	0.00
2010	Cambridge University Press	University College Birmingham	
2011	Cambridge University Press	University College Birmingham	1961.00
2012	Cambridge University Press	University College Birmingham	2026.00
2013	Cambridge University Press	University College Birmingham	2240.00
2014	Cambridge University Press	University College Birmingham	2482.00
2010	Nature Publishing Group	University College Birmingham	0
2011	Nature Publishing Group	University College Birmingham	0
2012	Nature Publishing Group	University College Birmingham	0
2013	Nature Publishing Group	University College Birmingham	0
2014	Nature Publishing Group	University College Birmingham	0
2010	Royal Society of Chemistry	University College Birmingham	0
2011	Royal Society of Chemistry	University College Birmingham	0
2012	Royal Society of Chemistry	University College Birmingham	0
2013	Royal Society of Chemistry	University College Birmingham	0
2014	Royal Society of Chemistry	University College Birmingham	0
2010	Institute of Physics Publishing	University College Birmingham	0
2011	Institute of Physics Publishing	University College Birmingham	0
2012	Institute of Physics Publishing	University College Birmingham	0
2013	Institute of Physics Publishing	University College Birmingham	0
2014	Institute of Physics Publishing	University College Birmingham	0
2010	Elsevier	University for the Creative Arts	2030.04
2011	Elsevier	University for the Creative Arts	2124.86
2012	Elsevier	University for the Creative Arts	1388.01
2013	Elsevier	University for the Creative Arts	1304.74
2014	Elsevier	University for the Creative Arts	1425.49
2010	Wiley	University for the Creative Arts	0.00
2011	Wiley	University for the Creative Arts	0.00
2012	Wiley	University for the Creative Arts	0.00
2013	Wiley	University for the Creative Arts	0.00
2014	Wiley	University for the Creative Arts	0.00
2010	Springer	University for the Creative Arts	0.00
2011	Springer	University for the Creative Arts	0.00
2012	Springer	University for the Creative Arts	0.00
2013	Springer	University for the Creative Arts	0.00
2014	Springer	University for the Creative Arts	0.00
2010	Taylor & Francis	University for the Creative Arts	0.00
2011	Taylor & Francis	University for the Creative Arts	0.00
2012	Taylor & Francis	University for the Creative Arts	0.00
2013	Taylor & Francis	University for the Creative Arts	0.00
2014	Taylor & Francis	University for the Creative Arts	0.00
2010	Sage	University for the Creative Arts	0.00
2011	Sage	University for the Creative Arts	0.00
2012	Sage	University for the Creative Arts	0.00
2013	Sage	University for the Creative Arts	0.00
2014	Sage	University for the Creative Arts	0.00
2010	Oxford University Press	University for the Creative Arts	21.00
2011	Oxford University Press	University for the Creative Arts	2397.00
2012	Oxford University Press	University for the Creative Arts	0.00
2013	Oxford University Press	University for the Creative Arts	516.00
2014	Oxford University Press	University for the Creative Arts	0.00
2010	Cambridge University Press	University for the Creative Arts	256.11
2011	Cambridge University Press	University for the Creative Arts	0.00
2012	Cambridge University Press	University for the Creative Arts	0.00
2013	Cambridge University Press	University for the Creative Arts	41.18
2014	Cambridge University Press	University for the Creative Arts	0.00
2010	Nature Publishing Group	University for the Creative Arts	0
2011	Nature Publishing Group	University for the Creative Arts	0
2012	Nature Publishing Group	University for the Creative Arts	0
2013	Nature Publishing Group	University for the Creative Arts	0
